EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TAGS_INFRASTRUCTURE
UKR181397,2024-07-24,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Pozhnya,50.51,35.336,1,Ministry of Defence of Ukraine,Other,"On 24 July 2024, Russian forces shelled Pozhnya, Sumy region, with artillery. Residential building was destroyed. Casualties unknown.",0,,Residential
UKR167914,2024-07-23,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Marhanetska,Marhanets,47.635,34.628,2,24 Channel; Liveuamap; Sprotyv; Ukrinform; Unian; ZMINA,Local partner-New media,"On 23 July 2024, Russian Forces conducted a drone strike on Marhanets, Dnipropetrovsk, damaging an orphanage and civilian houses. 3 children were injured. On that day, Russian Forces also shelled Marhanetska community with artillery.",0,,Education; Residential
UKR167915,2024-07-23,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Lyman,48.99,37.806,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 23 July 2024, Russian Forces struck a residential area in Lyman, Donetsk, with aerial UMPB D-30 bomb and Iskander-M missile. 3 civilians were killed, 2 civilians were injured.",3,,Residential
UKR167995,2024-07-23,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 23 July 2024, Ukrainian Forces shelled Russian DPR forces in Donetsk - Petrovskyi, Donetsk, with 155mm artillery, damaging an apartment building, a car and an administrative building. 2 civilians were injured.",0,,Residential
UKR167281,2024-07-21,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv City,Kyiv,,Kyiv,50.45,30.522,3,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 21 July 2024, debris of Russian drones damaged a private house in Kyiv City region (coded to Kyiv). Ukrainian forces shot down Russian missiles and drones. No casualties.",0,,Residential
UKR167306,2024-07-21,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Shostkynska,Shostka,51.863,33.47,2,24 Channel; Novoye Vremya Ukraine,National,"On 21 July 2024, Russian forces carried out drone strikes and launched missiles near Shostka, Sumy. Energy infrastructure and 2 private houses were damaged. Casualties unknown.",0,,Energy; Residential
UKR167301,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,3,24 Channel; Ministry of Defence of Ukraine,Other-National,"On 20 July 2024, Russian air forces carried out drone strikes at energy infrastructure in Chernihiv region (coded to Chernihiv). Ukrainian forces shot down Russian drones. Casualties unknown.",0,,Energy
UKR167305,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service,Other,"On 20 July 2024, Ukrainian forces carried out drone strikes and shelled Russian positions (coded as DPR) in Horlivka, Donetsk. Private houses were damaged. Casualties unknown.",0,,Residential
UKR167307,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Poltava,Myrhorodskyi,Myrhorodska,Myrhorod,49.968,33.609,2,24 Channel,National,"On 20 July 2024, Russian air forces carried out drone strikes near Myrhorod, Poltava. Energy infrastructure was damaged. No casualties.",0,,Energy
UKR167308,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Konotopskyi,Konotopska,Konotop,51.24,33.203,2,24 Channel,National,"On 20 July 2024, Russian air forces carried out drone strikes near Konotop, Sumy. Ukrainian forces shot down Russian drones. Energy infrastructure was damaged. No casualties.",0,,Energy
UKR167331,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Esmanska,Sukhodil,51.786,34.253,1,Suspilne Media,National,"On 20 July 2024, Russian air forces carried out FPV-drone strikes at Sukhodil, Sumy. Educational infrastructure was damaged. Casualties unknown.",0,,Education
UKR167494,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.967,32.018,2,24 Channel,National,"On 20 July 2024, Russian forces launched ballistic missiles near Mykolaiv. Civilian infrastructure and 2 private houses were damaged. 2 civilians were injured.",0,,Residential
UKR167503,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.613,31.55,1,Novoye Vremya Ukraine,National,"On 20 July 2024, Russian forces fired artillery at Ochakiv, Mykolaiv. Private houses were damaged. No casualties.",0,,Residential
UKR167504,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Iziumskyi,Barvinkivska,Barvinkove,48.903,37.019,1,Novoye Vremya Ukraine,National,"On 20 July 2024, Russian forces launched 'Iskander' missiles at Barvinkove, Kharkiv. 50 private houses were damaged. 2 civilians were killed and 3 civilians were injured.",2,,Residential
UKR167507,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.148,34.301,1,Suspilne Media,National,"On 20 July 2024, Russian forces launched 'Grad' missiles at Bilopillia, Sumy. Private houses were damaged. Casualties unknown.",0,,Residential
UKR167517,2024-07-20,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Esmanska,Bachivsk,51.845,34.278,1,Suspilne Media,National,"On 20 July 2024, Russian forces shelled Bachivsk, Sumy. Educational infrastructure was damaged. Casualties unknown.",0,,Education
UKR181275,2024-07-18,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Krasnopilska,Uhroyidy,50.863,35.278,2,Ministry of Defence of Ukraine,Other,"On 18 July 2024, Russian forces shelled near Uhroyidy, Sumy, with 122mm artillery and damaged civilian housing. Casualties unknown.",0,,Residential
UKR167009,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Iziumskyi,Borivska,Borova,49.378,37.621,1,Suspilne Media,National,"On 17 July 2024, Russian air forces struck Borova, Kharkiv, damaging a cafe, a car wash and residential buildings. Casualties unknown.",0,,Residential
UKR167013,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 17 July 2024, a Ukrainian military forces shelled DPR's forces in Donetsk - Petrovskyi, Donetsk, damaging a residential building and a gas line. Casualties unknown.",0,,Energy; Residential
UKR167017,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service,Other,"On 17 July 2024, Ukrainian military forces shelled and struck DPR's forces with drones in Horlivka, Donetsk, damaging residential property and outbuildings. 2 civilians were wounded.",0,,Residential
UKR167031,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Police Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,12,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk,49.711,37.615,1,Suspilne Media,National,"On 17 July 2024, Russian military forces shelled Kupiansk, Kharkiv, damaging a police car and a residential building. Casualties unknown.",0,,Residential
UKR167032,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk-Vuzlovyi,49.66,37.644,1,Suspilne Media,National,"On 17 July 2024, Russian military forces shelled Kupiansk-Vuzlovyi, Kharkiv, damaging a residential building and a river crossing. There were no casualties.",0,,Residential
UKR167046,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,2,Suspilne Media,National,"On 17 July 2024, Russian drones and artillery struck the Nikopol district (coded to Nikopol, Dnipropetrovsk), damaging multiple objects of civilian infrastructure and residential buildings. There were no casualties.",0,,Residential
UKR167057,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kupianskyi,Kupianska,Osynovo,49.639,37.614,1,Suspilne Media,National,"On 17 July 2024, Russian military forces shelled Osynovo, Kharkiv, damaging a residential building. Casualties unknown.",0,,Residential
UKR167084,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Novhorod-Siverskyi,Novhorod-Siverska,Vorobivka,52.208,33.064,1,Ministry of Defence of Ukraine,Other,"On 17 July 2024, Russian military forces shelled Vorobivka, Chernihiv, hitting power lines. Casualties unknown.",0,,Energy
UKR181256,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Shalyhynska,Sosnivka,51.628,34.057,1,Ministry of Defence of Ukraine,Other,"On 17 July 2024, a Russian drone struck Sosnivka, Sumy, damaging a residential building. Casualties unknown.",0,,Residential
UKR181257,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Bilopilska,Stari Vyrky,51.222,34.221,1,Ministry of Defence of Ukraine,Other,"On 17 July 2024, a Russian drone struck Stari Vyrky, Sumy, damaging a residential building. Casualties unknown.",0,,Residential
UKR181261,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Esmanska,Ulanove,51.755,34.301,1,Ministry of Defence of Ukraine,Other,"On 17 July 2024, a Russian drone struck Ulanove, Sumy, damaging a residential building. Casualties unknown.",0,,Residential
UKR167044,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Luhansk,Svativskyi,Krasnorichenska,Balka Zhuravka,49.158,37.975,1,Suspilne Media,National,"On 17 July 2024, Russian air forces and artillery struck Nevske, Luhansk, damaging residential buildings. A civilian was wounded.",0,,Residential
UKR167061,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.181,1,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 17 July 2024, Russian air forces struck Pokrovsk, Donetsk, hitting an object of critical infrastructure and damaging residential buildings. 6 civilians were wounded.",0,,Residential
UKR167032,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk-Vuzlovyi,49.66,37.644,1,Suspilne Media,National,"On 17 July 2024, Russian military forces shelled Kupiansk-Vuzlovyi, Kharkiv, damaging a residential building and a river crossing. There were no casualties.",0,,Residential
UKR167031,2024-07-17,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Police Forces of Ukraine (2019-),,State forces,State forces-External/Other forces,,804,12,Ukraine,Kharkiv,Kupianskyi,Kupianska,Kupiansk,49.711,37.615,1,Suspilne Media,National,"On 17 July 2024, Russian military forces shelled Kupiansk, Kharkiv, damaging a police car and a residential building. Casualties unknown.",0,,Residential
UKR166921,2024-07-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Bilyi Kolodiaz,50.205,37.112,1,Suspilne Media,National,"On 16 July 2024, Russian forces shelled Bilyi Kolodiaz, Kharkiv region, damaging residential houses. Casualties unknown.",0,,Residential
UKR166955,2024-07-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,1,Suspilne Media,National,"On 16 July 2024, Russian forces launched FPV-drone strikes and shelled Nikopol, Dnipropetrovsk region, with artillery. Residential buildings, farm buildings were damaged, as well as a transport company building, a shop, and solar panels. Minibuses and a car were damaged. Power lines and a gas pipeline were affected. Casualties unknown.",0,,Energy; Residential
UKR166985,2024-07-16,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Chuhuivskyi,Vovchanska,Volokhivka,50.308,37.139,1,Suspilne Media,National,"On 16 July 2024, Russian forces launched an FPV drone strike at Volokhivka, Kharkiv region, damaging residential houses. Casualties unknown.",0,,Residential
UKR181213,2024-07-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Hlukhivska,Hlukhiv,51.678,33.916,1,Ministry of Defence of Ukraine,Other,"On 16 July 2024, Russian forces shelled Hlukhiv, Sumy region, with MLRS. As a result of the shelling, 2 private residential buildings, a transport infrastructure object, commercial and industrial premises, and a medium-pressure gas pipeline were damaged. Casualties unknown.",0,,Energy; Residential
UKR181233,2024-07-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Krasnopilska,Uhroyidy,50.863,35.278,1,Ministry of Defence of Ukraine,Other,"On 16 July 2024, Russian forces shelled Uhroyidy, Sumy region, with artillery. As a result of shelling, 2 private houses and power lines were damaged. Casualties unknown.",0,,Energy; Residential
UKR166579,2024-07-16,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Pokrovska,Pokrovsk,48.281,37.181,1,Facebook; Suspilne Media,New media-National,"On 16 July 2024, Russian forces launched a missile strike at Pokrovsk, Donetsk region. 4 civilians were injured, 25 houses and an infrastructure facility were damaged.",0,,Residential
UKR166545,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.656,32.618,1,Suspilne Media,National,"On 15 July 2024, Russian Forces struck (likely with artillery as the most common event) Kherson, Kherson. The attack caused fire in five residential buildings. No casualties.",0,,Residential
UKR166837,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kuibyshivskyi,48.023,37.728,1,DPR Armed Forces Press Service,Other,"On 15 July 2024, Ukrainian Forces shelled Russian DPR forces in Donetsk - Kuibyshivskyi, Donetsk, with 155mm artillery, damaging a house, outbuildings and a garage. No casualties.",0,,Residential
UKR166838,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 15 July 2024, Ukrainian Forces launched drone strikes and shelled Russian DPR forces in Donetsk - Petrovskyi, Donetsk, with 155mm artillery. A civilian house caught fire as a result on the shelling. No casualties.",0,,Residential
UKR166841,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,,External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service,Other,"On 15 July 2024, Ukrainian Forces launched drone strikes and shelled Russian DPR forces in Horlivka, Donetsk, with 155mm artillery, damaging a boiler room and 2 cars. No casualties.",0,,Energy
UKR166857,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Lyman,48.99,37.806,1,Novoye Vremya Ukraine; Suspilne Media; Ukrinform; ZMINA,Other-National,"On 15 July 2024, Russian Forces struck Lyman, Donetsk, with two guided aerial bombs, damaging three shops, an infrastructure building and a house. 5 civilians were injured.",0,,Residential
UKR166881,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Krasnopilska,Pokrovka,50.802,35.382,1,Ministry of Defence of Ukraine,Other,"On 15 July 2024, Russian Forces shelled Pokrovka, Sumy, with suspected 122mm artillery, damaging power lines. Casualties unknown.",0,,Energy
UKR166902,2024-07-15,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Krasnopilska,Uhroyidy,50.863,35.278,1,Ministry of Defence of Ukraine,Other,"On 15 July 2024, Russian Forces shelled Uhroyidy, Sumy, with suspected 122mm artillery, damaging power lines. Casualties unknown.",0,,Energy
UKR166533,2024-07-14,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.296,37.27,1,24 Channel,National,"On 14 July 2024, Russian forces launched missiles at Myrnohrad, Donetsk. An administrative building and private houses were damaged. 1 civilian was killed and 6 civilians were injured.",1,,Residential
UKR166735,2024-07-14,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Sumy,Sumskyi,Bilopilska,Bilopillia,51.148,34.301,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 14 July 2024, Russian forces launched 'Grad' missiles at Bilopillia, Sumy. Private houses were damaged. 3 civilians were injured.",0,,Residential
UKR166792,2024-07-14,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,1,24 Channel; Suspilne Media,National,"On 14 July 2024, Russian forces carried out drone strikes and fired artillery at Nikopol, Dnipropetrovsk. Private houses were damaged. 2 civilians were injured.",0,,Residential
UKR166494,2024-07-13,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Mykolaiv,Mykolaivskyi,Ochakivska,Ochakiv,46.613,31.55,1,Suspilne Media,National,"On 13 July 2024, Russian forces fired artillery at Ochakiv, Mykolaiv. Private houses were damaged. No casualties.",0,,Residential
UKR166497,2024-07-13,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Zaporizhia,Vasylivskyi,Vasylivska,Plavni,47.563,35.334,1,Suspilne Media,National,"On 13 July 2024, Russian forces shelled Plavni, Zaporizhia. Private houses were damaged. 1 civilian was injured.",0,,Residential
UKR166503,2024-07-13,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Zaporizhia,Vasylivskyi,Stepnohirska,Prymorske,47.628,35.287,1,Suspilne Media,National,"On 13 July 2024, Russian forces shelled Prymorske, Zaporizhia. Private houses were damaged. Casualties unknown.",0,,Residential
UKR166662,2024-07-13,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Myrnohradska,Myrnohrad,48.296,37.27,1,Ministry of Defence of Ukraine; Novoye Vremya Ukraine; Suspilne Media,Other-National,"On 13 July 2024, Russian air forces carried out airstrikes at Myrnohrad, Donetsk. More than 50 private houses were damaged. 4 civilians were injured.",0,,Residential
UKR166204,2024-07-12,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Civilians (Ukraine),,Civilians,State forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Petrovskyi,47.95,37.614,1,DPR Armed Forces Press Service,Other,"On 12 July 2024, Ukrainian Forces launched drone strikes and shelled Russian DPR forces in Donetsk - Petrovskyi, Donetsk, with 155mm artillery, damaging a private house, an outbuilding and a public bus. Casualties unknown.",0,,Residential
UKR166206,2024-07-12,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,Military Forces of Ukraine (2019-),State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Donetskyi,Donetska,Donetsk - Kirovskyi,47.968,37.548,1,DPR Armed Forces Press Service,Other,"On 12 July 2024, Ukrainian Forces launched drone strikes and shelled Russian DPR forces in Donetsk - Kirovskyi, Donetsk, with 155mm artillery, damaging a private house and a public bus. 2 civilians were injured.",0,,Residential
UKR166231,2024-07-12,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Kramatorskyi,Lymanska,Lyman,48.99,37.806,1,Novoye Vremya Ukraine; Suspilne Media; Ukrinform; Unian; ZMINA,Other-National,"On 12 July 2024, Russian Forces launched an air strike on Lyman, Donetsk, damaging houses and cars. 7 civilians were injured.",0,,Residential
UKR166242,2024-07-12,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.656,32.618,1,Institute for the Study of War; Liveuamap; Suspilne Media; Ukrinform; ZMINA,Local partner-New media,"On 12 July 2024, Russian Forces launched drone strikes on Kherson, Kherson, damaging an educational institution and a shop. No casualties.",0,,Education
UKR166246,2024-07-12,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Nikopolskyi,Nikopolska,Nikopol,47.571,34.396,2,24 Channel,National,"On 12 July 2024, Russian Forces launched drone strikes and shelled Nikopolskyi district, Dnipropetrovsk, with artillery. Several houses, an administrative building, a car, a moped, and power lines were destroyed. No casualties.",0,,Energy; Residential
