EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TAGS_INFRASTRUCTURE
UKR213647,2025-03-15,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Bohodukhivskyi,Bohodukhivska,Bohodukhiv,50.165,35.528,1,Ministry of Defence of Ukraine,Other,"On 15 March 2025, Russian forces launched a drone strike with Shahed-type drones at Bohodukhiv, Kharkiv region. 4 civilians were injured. A municipal facility, 13 private houses, an enterprise, 4 buses and 1 fire truck were damaged.",0,,Residential
UKR213651,2025-03-15,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Chernihivskyi,Chernihivska,Chernihiv,51.505,31.285,1,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 15 March 2025, Russian forces launched a drone strike with Shahed-type drones at Chernihiv, Chernihiv region. The shelling damaged 2 enterprises, 2 apartment buildings, 2 private houses, 7 buses, 7 trolleybuses and 21 cars. Casualties unknown.",0,,Residential
UKR213475,2025-03-14,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Odesa,Odeskyi,Chornomorska (miska),Chornomorsk,46.305,30.655,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 14 March 2025, Russian drones struck energy infrastructure in Chornomorsk, Odesa. 2 civilians were wounded. Power outages were caused in the city.",0,,Energy
UKR213493,2025-03-14,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Ukraine (2019-) Air Force,,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service,Other,"On 14 March 2025, Ukrainian drones bombed DPR's forces in Horlivka, Donetsk, damaging a residential building. 3 civilians were wounded.",0,,Residential
UKR213525,2025-03-14,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Kryvorizkyi,Kryvorizka,Kryvyi Rih,47.909,33.393,1,Novoye Vremya Ukraine,National,"On 14 March 2025, Russian military forces fired Iskander-M missile at Kryvyi Rih, Dnipropetrovsk, damaging residential buildings and civilian infrastructure. 12 civilians were wounded.",0,,Residential
UKR213571,2025-03-14,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Pohoriltsi,52.046,32.518,1,Ministry of Defence of Ukraine,Other,"On 14 March 2025, Russian forces hit Pohoriltsi, Chernihiv, suspectedly with a Shaded-drone. Residential buildings were damaged. Casualties unknown.",0,,Residential
UKR213620,2025-03-14,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Okhtyrskyi,Velykopysarivska,Velyka Pysarivka,50.424,35.48,1,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 14 March 2025, Russian air forces and drones struck Velyka Pysarivka, Sumy, damaging a residential building. There were no casualties.",0,,Residential
UKR213640,2025-03-14,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kharkiv,Bohodukhivskyi,Zolochivska,Zolochiv,50.28,35.982,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 14 March 2025, Russian drones struck Zolochiv, Kharkiv, damaging a hospital. There were no casualties, but an emergency worker experienced an acute stress reaction during a follow-up drone strike.",0,,Health
UKR213329,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Boryspilskyi,Boryspilska,Boryspil,50.353,30.955,1,Ukrinform,National,"On 13 March 2025, Russian forces conducted drone strikes on Boryspil, Kyiv. Two private houses were damaged. No casualties.",0,,Residential
UKR213335,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.459,35.039,1,Novoye Vremya Ukraine; Suspilne Media,National,"On 13 March 2025, Russian forces conducted a drone strike on Dnipro, Dnipropetrovsk. An apartment building, an administrative building, unidentified infrastructure, and outbuildings were damaged. Electrical infrastructure was damaged leading to power outages. Four civilians were wounded.",0,,Energy; Residential
UKR213340,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Sumskyi,Krasnopilska,Hrabovske,50.698,35.454,2,Ministry of Defence of Ukraine,Other,"On 13 March 2025, Russian forces conducted a drone strike near Hrabovske, Sumy. A private house was damaged. Casualties unknown.",0,,Residential
UKR213348,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Karpovychi,52.218,32.38,2,Ministry of Defence of Ukraine,Other,"On 13 March 2025, Russian forces conducted a drone strike near Karpovychi, Chernihiv. An educational institution and 2 private homes were damaged. Casualties unknown.",0,,Education; Residential
UKR213350,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.981,36.253,1,Novoye Vremya Ukraine; Ukrinform,National,"On 13 March 2025, Russian forces conducted a Shahed drone strike on Kharkiv, Kharkiv. Three private houses, a residential building, and a non-residential building was damaged. Seven civilians were wounded.",0,,Residential
UKR213353,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.656,32.618,1,Suspilne Media; Ukrinform,National,"On 13 March 2025, Russian forces conducted drone strikes and shelled Kherson, Kherson. An outbuilding, an unidentified building, a highrise building, and a residential building were damaged. Three civilians were injured by drones. Another civilian was killed by shelling.",1,,Residential
UKR213357,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Pokrovskyi,Marinska,Kostiantynivka,47.866,37.408,1,ZMINA,Other,"On 13 March 2025, Russian forces conducted strikes with Smerch MLRS on Kostiantynivka, Donetsk. A private house was damaged. Two civilians were injured.",0,,Residential
UKR213364,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,Military Forces of Russia (2000-),External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Sumy,Shostkynskyi,Esmanska,Kucherivka,51.735,34.188,2,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 13 March 2025, Russian forces conducted drone strikes, including FPV drone strikes, and shelled with a 120mm mortar near Kucherivka, Sumy. A private house caught fire. Casualties unknown.",0,,Residential
UKR213367,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Chernihiv,Novhorod-Siverskyi,Semenivska,Leonivka,52.258,32.844,2,Ministry of Defence of Ukraine,Other,"On 13 March 2025, Russian forces conducted drone strikes near Leonivka, Chernihiv. A private house was damaged. Casualties unknown.",0,,Residential
UKR213379,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Synelnykivskyi,Mezhivska,Mezhova,48.253,36.735,1,ZMINA,Other,"On 13 March 2025, Russian forces shelled Mezhova, Dnipropetrovsk. A gas pipeline was damaged. No casualties.",0,,Energy
UKR213431,2025-03-13,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Synelnykivskyi,Synelnykivska,Synelnykove,48.32,35.518,2,Suspilne Media,National,"On 13 March 2025, Russian forces conducted drone strikes and shelled Synelnykove, Dnipropetrovsk. In attacks on Synelnykove, Marhanets, Chervonohryhorivka, and Pokrovske, an administrative building, three private homes, and an outbuilding were damaged. Two civilians were wounded.",0,,Residential
UKR213177,2025-03-12,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Kramatorskyi,Druzhkivska,Druzhkivka,48.617,37.529,1,Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 12 March 2025, Russian air forces carried out airstrikes at Druzhkivka, Donetsk, using aerial bombs and injuring 2 children. 32 objects, including high-storey residential buildings, private houses, dormitory, and cars, were damaged.",0,,Residential
UKR213180,2025-03-12,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Kyiv,Fastivskyi,Fastivska,Fastiv,50.077,29.918,2,Novoye Vremya Ukraine,National,"On 12 March 2025, Russian forces launched a drone strike at Fastiv district, Kyiv. A furniture store and a private house caught fire as a result of the drone debris falling. There were no casualties.",0,,Residential
UKR213204,2025-03-12,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,Civilians (Ukraine),,Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Donetsk,Kramatorskyi,Kostiantynivska,Kostiantynivka,48.533,37.717,1,Ministry of Defence of Russia; Ministry of Defence of Ukraine; Suspilne Media,Other-National,"On 12 March 2025, Russian air forces carried out airstrikes with FAB-250 guided bombs on Kostiantynivka, Donetsk, killing 2 and injuring 8 civilians. Multi-storey residential buildings and private houses were damaged.",2,,Residential
UKR213211,2025-03-12,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Russia (2000-),,External/Other forces,Civilians (Ukraine),Police Forces of Ukraine (2019-); Health Workers (Ukraine),Civilians,External/Other forces-Civilians,Civilian targeting,804,12,Ukraine,Dnipropetrovsk,Kryvorizkyi,Kryvorizka,Kryvyi Rih,47.909,33.393,1,Novoye Vremya Ukraine; Suspilne Media; Ukrinform,National,"On 12 March 2025, Russian forces launched a missile strike at Kryvyi Rih, Dnipropetrovsk, killing 1 and injuring 16 civilians, including 2 police officers. A follow-up strike damaged an ambulance and targeted doctors and rescue workers. A hotel, 4 administrative buildings, 30 apartment buildings, 4 shops, three education institutions, an unused building, 6 garages, 12 cars, a trolleybus and infrastructure, as well as a rescue vehicle, were damaged.",1,,Education; Health; Residential
UKR212953,2025-03-11,2025,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-) Air Force,,External/Other forces,,,,External/Other forces only,,804,12,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.459,35.039,3,Flot 2017; Institute for the Study of War; Novoye Vremya Ukraine; Sprotyv; Suspilne Media,Other-National,"On 11 March 2025, Russian drone and the fallen drone debris damaged at least 10 houses, a kindergarten and a school in Dnipropetrovsk region (coded to Dnipro, Dnipropetrovsk). Casualties unknown.",0,,Education; Residential
UKR212964,2025-03-11,2025,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,State forces,Military Forces of Russia (2000-) 1st Donetsk Army Corps,Civilians (Ukraine),External/Other forces,State forces-External/Other forces,,804,12,Ukraine,Donetsk,Horlivskyi,Horlivska,Horlivka,48.313,38.042,1,DPR Armed Forces Press Service; ITAR-TASS,Other-Regional,"On 11 March 2025, Ukrainian Forces shelled Russian Donetsk Army Forces in Horlivka, Donetsk, with 155mm artillery, damaging outbuildings and de-energizing 8 transformer substations. 2 civilians were injured.",0,,Energy
UKR212972,2025-03-11,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ukraine),Military Forces of Russia (2000-) GRU,Political militia,Civilians (Ukraine),,Civilians,Political militia-Civilians,Civilian targeting,804,12,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.922,24.71,1,24 Channel; Liveuamap; Novoye Vremya Ukraine; Suspilne Media; Ukrinform; Unian,Local partner-New media,"On 11 March 2025, two unidentified objects exploded at two locations near a train station in Ivano-Frankivsk, Ivano-Frankivsk, damaging an apartment building. 1 teenager was killed, another was severely injured, both suspected to have collaborated with Russian special services on creating two explosive devices. 2 other civilians were injured. The security service of Ukraine claims that the devices were remotely detonated by Russia's special services (GRU).",1,,Residential
